SO,SO_id,DI,dimensions_id
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.09.001,pub.1092189587
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.09.002,pub.1092167815
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.07.004,pub.1092167814
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.08.001,pub.1091909187
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.07.003,pub.1091892122
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.03.005,pub.1091509024
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.06.005,pub.1091508915
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.07.002,pub.1091508848
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.08.002,pub.1091508819
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.05.004,pub.1091508735
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.07.001,pub.1091501986
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.08.003,pub.1091499725
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.05.002,pub.1090673855
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.06.004,pub.1090338965
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.06.002,pub.1086045189
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.06.003,pub.1086043008
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.05.003,pub.1085965305
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.06.001,pub.1085934399
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.05.001,pub.1085438351
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.04.003,pub.1085169237
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.04.002,pub.1085058012
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.03.004,pub.1084749125
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.04.001,pub.1084527370
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.03.002,pub.1084527369
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.03.003,pub.1084083727
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.03.001,pub.1084083726
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.02.002,pub.1084083725
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.02.001,pub.1084083724
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.01.003,pub.1084083723
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.01.002,pub.1084083722
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2017.01.001,pub.1084083721
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2016.09.006,pub.1029222479
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2016.08.003,pub.1028650824
Journal of Accounting and Economics,jour.1138469,10.1016/j.jacceco.2016.09.003,pub.1028525430
