SO,SO_id,DI,dimensions_id
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0029-7,pub.1103416817
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0046-6,pub.1110935377
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0045-7,pub.1110591973
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0043-9,pub.1110542026
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0044-8,pub.1110434312
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0042-x,pub.1109894291
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0041-y,pub.1108056747
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0040-z,pub.1107716667
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0038-6,pub.1107185161
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0039-5,pub.1107111918
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0036-8,pub.1106592058
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0035-9,pub.1106008978
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0037-7,pub.1105945367
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0033-y,pub.1105008463
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0034-x,pub.1104908653
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0032-z,pub.1104463547
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0030-1,pub.1103906223
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0031-0,pub.1103884191
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0028-8,pub.1101835705
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0027-9,pub.1101775274
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0026-x,pub.1101248898
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0025-y,pub.1101248897
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-018-0024-z,pub.1101116788
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0022-6,pub.1100400553
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0023-5,pub.1100381783
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0020-8,pub.1100106045
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0019-1,pub.1100087503
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0021-7,pub.1099729574
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0017-3,pub.1093089483
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0018-2,pub.1092735315
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0016-4,pub.1092465855
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0013-7,pub.1091995105
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0014-6,pub.1091930182
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0015-5,pub.1091925933
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0012-8,pub.1091692286
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0011-9,pub.1091510995
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0010-x,pub.1091234000
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0003-9,pub.1090285361
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0008-4,pub.1086127863
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0002-x,pub.1086100594
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0001-y,pub.1086046035
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0009-3,pub.1085919706
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0004-8,pub.1085919705
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0007-5,pub.1085864785
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0006-6,pub.1085864291
Frontiers of Business Research in China,jour.1145554,10.1186/s11782-017-0005-7,pub.1085861676
Frontiers of Business Research in China,jour.1145554,10.3868/s070-004-015-0009-4,pub.1112345462
Frontiers of Business Research in China,jour.1145554,10.3868/s070-004-015-0008-7,pub.1112337034
Frontiers of Business Research in China,jour.1145554,10.3868/s070-004-015-0010-8,pub.1112329734
Frontiers of Business Research in China,jour.1145554,10.3868/s070-004-015-0007-0,pub.1112329636
Frontiers of Business Research in China,jour.1145554,10.3868/s070-004-015-0011-5,pub.1112329309
Frontiers of Business Research in China,jour.1145554,10.3868/s070-004-015-0012-2,pub.1112327400
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0022-5,pub.1037705598
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0023-2,pub.1027904928
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0024-9,pub.1022206512
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0021-8,pub.1021494748
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0020-1,pub.1013966430
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0019-7,pub.1007423783
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0014-2,pub.1112350540
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0011-1,pub.1112348935
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0016-6,pub.1112344893
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0018-0,pub.1112343269
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0012-8,pub.1112339782
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0015-9,pub.1112339141
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0009-0,pub.1112335714
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0017-3,pub.1112335219
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0007-6,pub.1112334879
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0013-5,pub.1112327769
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0008-3,pub.1112327590
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0010-4,pub.1112327010
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0004-5,pub.1112348876
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0003-8,pub.1112345643
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0001-4,pub.1112343530
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0005-2,pub.1112341751
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0002-1,pub.1112340709
Frontiers of Business Research in China,jour.1145554,10.3868/s070-003-014-0006-9,pub.1112329177
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30449-8,pub.1110955269
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30476-0,pub.1110955296
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30475-9,pub.1110955295
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30474-7,pub.1110955294
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30473-5,pub.1110955293
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30472-3,pub.1110955292
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30471-1,pub.1110955291
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30470-x,pub.1110955290
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30469-3,pub.1110955289
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30468-1,pub.1110955288
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30467-x,pub.1110955287
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30466-8,pub.1110955286
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30465-6,pub.1110955285
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30464-4,pub.1110955284
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30463-2,pub.1110955283
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30462-0,pub.1110955282
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30461-9,pub.1110955281
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30460-7,pub.1110955280
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30459-0,pub.1110955279
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30458-9,pub.1110955278
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30457-7,pub.1110955277
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30456-5,pub.1110955276
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30455-3,pub.1110955275
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30454-1,pub.1110955274
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30453-x,pub.1110955273
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30452-8,pub.1110955272
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30451-6,pub.1110955271
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30450-4,pub.1110955270
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30448-6,pub.1110955268
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30447-4,pub.1110955267
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30446-2,pub.1110955266
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30445-0,pub.1110955265
Fuel Cells Bulletin,jour.1137003,10.1016/s1464-2859(18)30444-9,pub.1110955264
