SO,SO_id,DI,dimensions_id
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1498591,pub.1106468958
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1480834,pub.1106466824
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1472794,pub.1105545768
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1478109,pub.1105265369
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1472386,pub.1105685154
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1476729,pub.1105210635
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1468079,pub.1104405843
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1464197,pub.1103641513
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1467028,pub.1103837124
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1449954,pub.1101550280
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1433309,pub.1101339888
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1462499,pub.1104404921
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1464198,pub.1103837123
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1457222,pub.1103837122
Construction Management and Economics,jour.1137491,10.1080/01446193.2017.1416151,pub.1100427547
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1487910,pub.1106466779
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1449955,pub.1101549572
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1435896,pub.1101082243
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1432866,pub.1100863757
Construction Management and Economics,jour.1137491,10.1080/01446193.2017.1394579,pub.1100766140
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1424348,pub.1100293280
Construction Management and Economics,jour.1137491,10.1080/01446193.2017.1416152,pub.1099907749
Construction Management and Economics,jour.1137491,10.1080/01446193.2017.1411599,pub.1099670133
Construction Management and Economics,jour.1137491,10.1080/01446193.2017.1397721,pub.1092832567
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1435895,pub.1101076146
Construction Management and Economics,jour.1137491,10.1080/01446193.2017.1403639,pub.1099708858
Construction Management and Economics,jour.1137491,10.1080/01446193.2017.1390241,pub.1092422140
Construction Management and Economics,jour.1137491,10.1080/01446193.2017.1388530,pub.1092371810
Construction Management and Economics,jour.1137491,10.1080/01446193.2017.1381752,pub.1101900666
Construction Management and Economics,jour.1137491,10.1080/01446193.2017.1390242,pub.1092262478
Construction Management and Economics,jour.1137491,10.1080/01446193.2017.1381751,pub.1092034527
Construction Management and Economics,jour.1137491,10.1080/01446193.2017.1355061,pub.1090869726
Construction Management and Economics,jour.1137491,10.1080/01446193.2018.1446489,pub.1101539608
