SO,SO_id,DI,dimensions_id
Advances in Global Leadership,jour.1296358,10.1108/s1535-1203201811,pub.1110134973
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011013,pub.1110101393
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011011,pub.1110103574
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011001,pub.1110100886
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011004,pub.1110100521
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011006,pub.1110100389
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011010,pub.1110100296
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011003,pub.1110099729
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011009,pub.1110098474
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011007,pub.1110097871
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011002,pub.1110097122
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011005,pub.1110096687
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011012,pub.1110096641
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320180000011008,pub.1110096252
Advances in Global Leadership,jour.1296358,10.1108/s1535-1203201710,pub.1109097318
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320170000010005,pub.1090879142
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320170000010008,pub.1090879631
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320170000010011,pub.1090879199
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320170000010003,pub.1090879078
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320170000010001,pub.1090878420
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320170000010014,pub.1090878335
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320170000010009,pub.1090878218
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320170000010010,pub.1090878074
Advances in Global Leadership,jour.1296358,10.1108/s1535-120320170000010012,pub.1090878009
