SO,SO_id,DI,dimensions_id
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0374-6,pub.1107299582
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0373-7,pub.1107105702
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0372-8,pub.1106855623
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0371-9,pub.1106855622
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0370-x,pub.1106855621
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0369-3,pub.1106276595
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0368-4,pub.1105322394
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0367-5,pub.1104378927
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0363-9,pub.1104300658
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0366-6,pub.1104238847
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0365-7,pub.1104099654
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0364-8,pub.1104097172
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0361-y,pub.1103463663
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0362-x,pub.1103453213
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0359-5,pub.1101545608
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0360-z,pub.1101539489
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0357-7,pub.1101526714
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0358-6,pub.1101396528
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0356-8,pub.1101374137
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0354-x,pub.1101142272
Finance and Stochastics,jour.1135992,10.1007/s00780-018-0355-9,pub.1101125173
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0353-3,pub.1099695765
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0352-4,pub.1092694249
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0349-z,pub.1093056537
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0345-3,pub.1093055929
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0351-5,pub.1092751032
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0347-1,pub.1092654379
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0348-0,pub.1092614236
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0350-6,pub.1092595134
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0346-2,pub.1092444791
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0344-4,pub.1092410835
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0342-6,pub.1091503685
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0343-5,pub.1091498925
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0341-7,pub.1091498436
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0340-8,pub.1091321766
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0338-2,pub.1091225871
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0339-1,pub.1091222363
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0337-3,pub.1090296548
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0335-5,pub.1090283014
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0334-6,pub.1085914568
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0331-9,pub.1085914567
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0336-4,pub.1085910623
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0333-7,pub.1085910351
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0329-3,pub.1085712127
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0330-x,pub.1085597875
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0332-8,pub.1085593269
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0328-4,pub.1085382328
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0323-9,pub.1084023336
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0327-5,pub.1084023340
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0326-6,pub.1084023339
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0325-7,pub.1084023338
Finance and Stochastics,jour.1135992,10.1007/s00780-017-0324-8,pub.1084023337
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0318-y,pub.1084023335
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0320-4,pub.1050880117
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0321-3,pub.1045567231
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0322-2,pub.1009086355
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0317-z,pub.1036571293
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0315-1,pub.1035329169
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0319-x,pub.1029719576
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0314-2,pub.1027893502
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0297-z,pub.1025510960
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0316-0,pub.1011971315
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0308-0,pub.1006307292
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0309-z,pub.1000952448
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0311-5,pub.1017515716
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0307-1,pub.1051863009
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0310-6,pub.1050250809
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0312-4,pub.1044417535
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0304-4,pub.1038976079
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0313-3,pub.1038975226
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0306-2,pub.1035566836
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0301-7,pub.1030665270
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0305-3,pub.1019412805
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0296-0,pub.1012017855
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0299-x,pub.1051903057
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0302-6,pub.1048508675
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0293-3,pub.1040017042
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0295-1,pub.1037630696
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0298-y,pub.1029917875
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0300-8,pub.1009659472
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0303-5,pub.1003496807
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0294-2,pub.1044340913
Finance and Stochastics,jour.1135992,10.1007/s00780-015-0287-6,pub.1030831517
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0289-z,pub.1030487076
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0292-4,pub.1023097384
Finance and Stochastics,jour.1135992,10.1007/s00780-015-0280-0,pub.1020452274
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0291-5,pub.1020062018
Finance and Stochastics,jour.1135992,10.1007/s00780-015-0279-6,pub.1016111594
Finance and Stochastics,jour.1135992,10.1007/s00780-016-0290-6,pub.1001626413
