SO,SO_id,DI,dimensions_id
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.096106,pub.1109938172
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.096102,pub.1109938171
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.096101,pub.1109938170
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.10017339,pub.1109836018
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.10017337,pub.1109836017
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.10017335,pub.1109836016
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.094413,pub.1106496584
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.094410,pub.1106496583
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.094409,pub.1106496582
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.094408,pub.1106496581
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.094407,pub.1106496580
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.10015618,pub.1106354470
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.10015612,pub.1106354469
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.10015611,pub.1106354468
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.10015609,pub.1106354467
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2018.10015608,pub.1106354466
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2017.091490,pub.1103804153
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2017.091489,pub.1103804152
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2017.091485,pub.1103804151
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2017.10012704,pub.1103696870
International Journal of Technology Intelligence and Planning,jour.1143766,10.1504/ijtip.2017.10012703,pub.1103696869
