SO,SO_id,DI,dimensions_id
Portuguese Economic Journal,jour.1136477,10.1007/s10258-018-0148-2,pub.1106705713
Portuguese Economic Journal,jour.1136477,10.1007/s10258-018-0147-3,pub.1105856359
Portuguese Economic Journal,jour.1136477,10.1007/s10258-018-0145-5,pub.1103461934
Portuguese Economic Journal,jour.1136477,10.1007/s10258-018-0144-6,pub.1101634868
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0141-1,pub.1100246996
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0140-2,pub.1100232918
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0135-z,pub.1085450942
Portuguese Economic Journal,jour.1136477,10.1007/s10258-018-0142-8,pub.1100790451
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0137-x,pub.1092141318
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0132-2,pub.1084989966
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0138-9,pub.1092654772
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0139-8,pub.1092795312
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0136-y,pub.1091686944
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0134-0,pub.1085387778
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0129-x,pub.1083822841
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0133-1,pub.1085138792
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0131-3,pub.1084024203
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0130-4,pub.1084024202
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0127-z,pub.1083764096
Portuguese Economic Journal,jour.1136477,10.1007/s10258-017-0128-y,pub.1083754908
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0126-5,pub.1045906618
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0125-6,pub.1032994656
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0120-y,pub.1006199877
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0123-8,pub.1049047570
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0122-9,pub.1043198256
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0119-4,pub.1005104476
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0124-7,pub.1002581412
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0121-x,pub.1014257735
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0118-5,pub.1039157240
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0114-9,pub.1037782354
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0117-6,pub.1015713644
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0113-x,pub.1046146484
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0115-8,pub.1019396263
Portuguese Economic Journal,jour.1136477,10.1007/s10258-016-0116-7,pub.1003825217
Portuguese Economic Journal,jour.1136477,10.1007/s10258-015-0111-4,pub.1017617587
Portuguese Economic Journal,jour.1136477,10.1007/s10258-015-0112-3,pub.1049509003
Portuguese Economic Journal,jour.1136477,10.1007/s10258-015-0109-y,pub.1044733063
Portuguese Economic Journal,jour.1136477,10.1007/s10258-015-0110-5,pub.1038410614
Portuguese Economic Journal,jour.1136477,10.1007/s10258-015-0107-0,pub.1033957686
Portuguese Economic Journal,jour.1136477,10.1007/s10258-015-0108-z,pub.1000397825
Portuguese Economic Journal,jour.1136477,10.1007/s10258-014-0106-6,pub.1035319594
Portuguese Economic Journal,jour.1136477,10.1007/s10258-014-0105-7,pub.1022275808
Portuguese Economic Journal,jour.1136477,10.1007/s10258-014-0104-8,pub.1003514447
Portuguese Economic Journal,jour.1136477,10.1007/s10258-014-0102-x,pub.1039859703
Portuguese Economic Journal,jour.1136477,10.1007/s10258-014-0099-1,pub.1037078696
Portuguese Economic Journal,jour.1136477,10.1007/s10258-014-0103-9,pub.1032419666
Portuguese Economic Journal,jour.1136477,10.1007/s10258-014-0101-y,pub.1001913696
Portuguese Economic Journal,jour.1136477,10.1007/s10258-014-0096-4,pub.1043853669
Portuguese Economic Journal,jour.1136477,10.1007/s10258-014-0098-2,pub.1040282843
Portuguese Economic Journal,jour.1136477,10.1007/s10258-014-0097-3,pub.1019675722
Portuguese Economic Journal,jour.1136477,10.1007/s10258-014-0095-5,pub.1006516250
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1458458,pub.1106391481
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1442058,pub.1104331384
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1443249,pub.1103689160
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1442053,pub.1103623283
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1442054,pub.1103449282
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1442051,pub.1103392093
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1442035,pub.1103386806
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1442037,pub.1103379211
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1460155,pub.1104543796
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1470854,pub.1104457398
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1458476,pub.1104428067
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1461484,pub.1104420262
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1470856,pub.1104409424
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1442036,pub.1103632030
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1442038,pub.1103397024
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1442057,pub.1103384844
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1442055,pub.1101837897
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1442050,pub.1101832162
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1442052,pub.1101831057
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1362097,pub.1092390595
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1443242,pub.1103686358
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1443248,pub.1103629176
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1443251,pub.1103449210
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1445332,pub.1103430943
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1443244,pub.1103389532
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1443243,pub.1103385205
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1443253,pub.1103383614
Post-Communist Economies,jour.1028770,10.1080/14631377.2018.1443254,pub.1103380136
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1398519,pub.1100168462
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1398518,pub.1099690240
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1361695,pub.1092429889
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1362099,pub.1092390596
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1362098,pub.1092023657
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1398527,pub.1099641226
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1361692,pub.1092463807
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1361693,pub.1092390594
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1361691,pub.1092390593
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1362195,pub.1091964071
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1361703,pub.1091964070
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1361697,pub.1091964069
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1333795,pub.1092262652
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1349667,pub.1092262654
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1339536,pub.1092262653
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1333794,pub.1092262651
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1333793,pub.1092262650
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1333792,pub.1092262649
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1333791,pub.1092262648
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1333790,pub.1092262647
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1339476,pub.1090980395
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1335453,pub.1087309687
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1319107,pub.1085870879
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1316546,pub.1085870878
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1267972,pub.1085870877
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1319170,pub.1085783408
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1315001,pub.1085783407
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1317425,pub.1085634541
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1315000,pub.1085547054
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1314999,pub.1085547053
Post-Communist Economies,jour.1028770,10.1080/14631377.2017.1298271,pub.1084165633
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1267967,pub.1084165632
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1267975,pub.1083927066
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1267973,pub.1083927065
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1267968,pub.1083927064
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1267974,pub.1083809522
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1267971,pub.1083809521
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1242257,pub.1049415380
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1238083,pub.1039673630
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1237041,pub.1035720554
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1245485,pub.1031425578
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1242213,pub.1021050190
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1226771,pub.1015325862
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1237045,pub.1014788737
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1223008,pub.1053433865
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1225457,pub.1053267710
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1226784,pub.1052190061
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1237037,pub.1045175854
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1225450,pub.1040318225
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1237337,pub.1019680823
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1224053,pub.1000554904
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1203206,pub.1053535503
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1166800,pub.1052628896
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1184427,pub.1048282166
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1196885,pub.1044566346
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1204745,pub.1033698369
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1182735,pub.1018673564
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1196882,pub.1005302549
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1184425,pub.1001012943
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1164962,pub.1052399637
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1139301,pub.1039853455
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1124557,pub.1039511702
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1164436,pub.1033749350
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1139303,pub.1031025572
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1164438,pub.1023058075
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1124556,pub.1015193514
Post-Communist Economies,jour.1028770,10.1080/14631377.2016.1164974,pub.1014832372
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1124552,pub.1053552614
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1124558,pub.1053004398
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1124554,pub.1033509972
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1124559,pub.1031964222
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1084726,pub.1027293189
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1124553,pub.1014234919
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1124555,pub.1001872056
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1084732,pub.1043207004
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1084716,pub.1032084844
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1055988,pub.1027010100
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1084719,pub.1005802382
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1084733,pub.1004939579
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1084717,pub.1003601290
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1084709,pub.1002395698
Post-Communist Economies,jour.1028770,10.1080/14631377.2014.969894,pub.1052963768
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1055967,pub.1050476984
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1055962,pub.1038113264
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1055976,pub.1037343152
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1055965,pub.1032795199
Post-Communist Economies,jour.1028770,10.1080/14631377.2015.1055984,pub.1024193158
