SO,SO_id,DI,dimensions_id
Managerial and Decision Economics,jour.1047899,10.1002/mde.2992,pub.1110636668
Managerial and Decision Economics,jour.1047899,10.1002/mde.2975,pub.1110634011
Managerial and Decision Economics,jour.1047899,10.1002/mde.2970,pub.1107707740
Managerial and Decision Economics,jour.1047899,10.1002/mde.2967,pub.1107490788
Managerial and Decision Economics,jour.1047899,10.1002/mde.2968,pub.1107293203
Managerial and Decision Economics,jour.1047899,10.1002/mde.2976,pub.1107272173
Managerial and Decision Economics,jour.1047899,10.1002/mde.2972,pub.1107254685
Managerial and Decision Economics,jour.1047899,10.1002/mde.2973,pub.1107230905
Managerial and Decision Economics,jour.1047899,10.1002/mde.2971,pub.1107222037
Managerial and Decision Economics,jour.1047899,10.1002/mde.2969,pub.1107146514
Managerial and Decision Economics,jour.1047899,10.1002/mde.2961,pub.1106319460
Managerial and Decision Economics,jour.1047899,10.1002/mde.2920,pub.1106909433
Managerial and Decision Economics,jour.1047899,10.1002/mde.2965,pub.1106223977
Managerial and Decision Economics,jour.1047899,10.1002/mde.2963,pub.1106184410
Managerial and Decision Economics,jour.1047899,10.1002/mde.2964,pub.1106087501
Managerial and Decision Economics,jour.1047899,10.1002/mde.2958,pub.1106084723
Managerial and Decision Economics,jour.1047899,10.1002/mde.2962,pub.1106039116
Managerial and Decision Economics,jour.1047899,10.1002/mde.2966,pub.1107088573
Managerial and Decision Economics,jour.1047899,10.1002/mde.2959,pub.1106184409
Managerial and Decision Economics,jour.1047899,10.1002/mde.2960,pub.1105942566
Managerial and Decision Economics,jour.1047899,10.1002/mde.2941,pub.1105266020
Managerial and Decision Economics,jour.1047899,10.1002/mde.2934,pub.1105148803
Managerial and Decision Economics,jour.1047899,10.1002/mde.2936,pub.1104985445
Managerial and Decision Economics,jour.1047899,10.1002/mde.2939,pub.1104599089
Managerial and Decision Economics,jour.1047899,10.1002/mde.2940,pub.1104460076
Managerial and Decision Economics,jour.1047899,10.1002/mde.2933,pub.1104375642
Managerial and Decision Economics,jour.1047899,10.1002/mde.2930,pub.1104326268
Managerial and Decision Economics,jour.1047899,10.1002/mde.2937,pub.1104284895
Managerial and Decision Economics,jour.1047899,10.1002/mde.2935,pub.1104040300
Managerial and Decision Economics,jour.1047899,10.1002/mde.2932,pub.1104373736
Managerial and Decision Economics,jour.1047899,10.1002/mde.2928,pub.1103943544
Managerial and Decision Economics,jour.1047899,10.1002/mde.2931,pub.1103924003
Managerial and Decision Economics,jour.1047899,10.1002/mde.2927,pub.1103846621
Managerial and Decision Economics,jour.1047899,10.1002/mde.2929,pub.1103446015
Managerial and Decision Economics,jour.1047899,10.1002/mde.2923,pub.1103271372
Managerial and Decision Economics,jour.1047899,10.1002/mde.2925,pub.1103213227
Managerial and Decision Economics,jour.1047899,10.1002/mde.2922,pub.1101888991
Managerial and Decision Economics,jour.1047899,10.1002/mde.2926,pub.1101841195
Managerial and Decision Economics,jour.1047899,10.1002/mde.2938,pub.1104592699
Managerial and Decision Economics,jour.1047899,10.1002/mde.2924,pub.1103443700
Managerial and Decision Economics,jour.1047899,10.1002/mde.2919,pub.1103272259
Managerial and Decision Economics,jour.1047899,10.1002/mde.2921,pub.1103213926
Managerial and Decision Economics,jour.1047899,10.1002/mde.2918,pub.1101525493
Managerial and Decision Economics,jour.1047899,10.1002/mde.2916,pub.1101182625
Managerial and Decision Economics,jour.1047899,10.1002/mde.2915,pub.1101040759
Managerial and Decision Economics,jour.1047899,10.1002/mde.2917,pub.1101032909
Managerial and Decision Economics,jour.1047899,10.1002/mde.2914,pub.1100833225
Managerial and Decision Economics,jour.1047899,10.1002/mde.2913,pub.1100289531
Managerial and Decision Economics,jour.1047899,10.1002/mde.2912,pub.1100086467
Managerial and Decision Economics,jour.1047899,10.1002/mde.2911,pub.1092792532
Managerial and Decision Economics,jour.1047899,10.1002/mde.2904,pub.1100091216
Managerial and Decision Economics,jour.1047899,10.1002/mde.2909,pub.1093044254
Managerial and Decision Economics,jour.1047899,10.1002/mde.2906,pub.1093027143
Managerial and Decision Economics,jour.1047899,10.1002/mde.2910,pub.1092789206
Managerial and Decision Economics,jour.1047899,10.1002/mde.2908,pub.1092746229
Managerial and Decision Economics,jour.1047899,10.1002/mde.2903,pub.1092687504
Managerial and Decision Economics,jour.1047899,10.1002/mde.2905,pub.1092686679
Managerial and Decision Economics,jour.1047899,10.1002/mde.2907,pub.1092686390
Managerial and Decision Economics,jour.1047899,10.1002/mde.2902,pub.1092414858
Managerial and Decision Economics,jour.1047899,10.1002/mde.2901,pub.1092245053
Managerial and Decision Economics,jour.1047899,10.1002/mde.2898,pub.1092196418
Managerial and Decision Economics,jour.1047899,10.1002/mde.2900,pub.1092150370
Managerial and Decision Economics,jour.1047899,10.1002/mde.2899,pub.1092150369
Managerial and Decision Economics,jour.1047899,10.1002/mde.2896,pub.1091985646
Managerial and Decision Economics,jour.1047899,10.1002/mde.2895,pub.1091895938
Managerial and Decision Economics,jour.1047899,10.1002/mde.2897,pub.1091887186
Managerial and Decision Economics,jour.1047899,10.1002/mde.2877,pub.1091224915
Managerial and Decision Economics,jour.1047899,10.1002/mde.2876,pub.1091214875
Managerial and Decision Economics,jour.1047899,10.1002/mde.2874,pub.1091086844
Managerial and Decision Economics,jour.1047899,10.1002/mde.2875,pub.1090905783
Managerial and Decision Economics,jour.1047899,10.1002/mde.2878,pub.1090895041
Managerial and Decision Economics,jour.1047899,10.1002/mde.2866,pub.1091310262
Managerial and Decision Economics,jour.1047899,10.1002/mde.2873,pub.1090899592
Managerial and Decision Economics,jour.1047899,10.1002/mde.2867,pub.1090877927
Managerial and Decision Economics,jour.1047899,10.1002/mde.2871,pub.1090773679
Managerial and Decision Economics,jour.1047899,10.1002/mde.2872,pub.1090744346
Managerial and Decision Economics,jour.1047899,10.1002/mde.2864,pub.1090669172
Managerial and Decision Economics,jour.1047899,10.1002/mde.2865,pub.1090662054
Managerial and Decision Economics,jour.1047899,10.1002/mde.2870,pub.1090594858
Managerial and Decision Economics,jour.1047899,10.1002/mde.2868,pub.1090368110
Managerial and Decision Economics,jour.1047899,10.1002/mde.2863,pub.1090363419
Managerial and Decision Economics,jour.1047899,10.1002/mde.2869,pub.1090345068
Managerial and Decision Economics,jour.1047899,10.1002/mde.2833,pub.1092570138
Managerial and Decision Economics,jour.1047899,10.1002/mde.2862,pub.1090660564
Managerial and Decision Economics,jour.1047899,10.1002/mde.2855,pub.1090371823
Managerial and Decision Economics,jour.1047899,10.1002/mde.2858,pub.1090328646
Managerial and Decision Economics,jour.1047899,10.1002/mde.2860,pub.1090275927
Managerial and Decision Economics,jour.1047899,10.1002/mde.2861,pub.1085863798
Managerial and Decision Economics,jour.1047899,10.1002/mde.2853,pub.1085734781
Managerial and Decision Economics,jour.1047899,10.1002/mde.2859,pub.1085600798
Managerial and Decision Economics,jour.1047899,10.1002/mde.2857,pub.1085572883
Managerial and Decision Economics,jour.1047899,10.1002/mde.2852,pub.1085425394
Managerial and Decision Economics,jour.1047899,10.1002/mde.2854,pub.1085419326
Managerial and Decision Economics,jour.1047899,10.1002/mde.2856,pub.1085411310
Managerial and Decision Economics,jour.1047899,10.1002/mde.2849,pub.1085222772
Managerial and Decision Economics,jour.1047899,10.1002/mde.2851,pub.1084938034
Managerial and Decision Economics,jour.1047899,10.1002/mde.2847,pub.1084768429
Managerial and Decision Economics,jour.1047899,10.1002/mde.2850,pub.1084014479
Managerial and Decision Economics,jour.1047899,10.1002/mde.2848,pub.1084014478
Managerial and Decision Economics,jour.1047899,10.1002/mde.2846,pub.1084014477
Managerial and Decision Economics,jour.1047899,10.1002/mde.2832,pub.1091476031
Managerial and Decision Economics,jour.1047899,10.1002/mde.2845,pub.1084014476
Managerial and Decision Economics,jour.1047899,10.1002/mde.2837,pub.1084014475
Managerial and Decision Economics,jour.1047899,10.1002/mde.2842,pub.1083883599
Managerial and Decision Economics,jour.1047899,10.1002/mde.2843,pub.1083821271
Managerial and Decision Economics,jour.1047899,10.1002/mde.2844,pub.1083425063
Managerial and Decision Economics,jour.1047899,10.1002/mde.2840,pub.1074204653
Managerial and Decision Economics,jour.1047899,10.1002/mde.2836,pub.1074200428
Managerial and Decision Economics,jour.1047899,10.1002/mde.2839,pub.1042041747
Managerial and Decision Economics,jour.1047899,10.1002/mde.2825,pub.1027908924
Managerial and Decision Economics,jour.1047899,10.1002/mde.2834,pub.1019510999
Managerial and Decision Economics,jour.1047899,10.1002/mde.2824,pub.1007112278
Managerial and Decision Economics,jour.1047899,10.1002/mde.2841,pub.1003826774
Managerial and Decision Economics,jour.1047899,10.1002/mde.2835,pub.1003549090
Managerial and Decision Economics,jour.1047899,10.1002/mde.2831,pub.1090989413
Managerial and Decision Economics,jour.1047899,10.1002/mde.2822,pub.1052221846
Managerial and Decision Economics,jour.1047899,10.1002/mde.2810,pub.1052063458
Managerial and Decision Economics,jour.1047899,10.1002/mde.2814,pub.1051866644
Managerial and Decision Economics,jour.1047899,10.1002/mde.2809,pub.1048545554
Managerial and Decision Economics,jour.1047899,10.1002/mde.2816,pub.1045475618
Managerial and Decision Economics,jour.1047899,10.1002/mde.2820,pub.1045194296
Managerial and Decision Economics,jour.1047899,10.1002/mde.2815,pub.1039653515
Managerial and Decision Economics,jour.1047899,10.1002/mde.2821,pub.1039147676
Managerial and Decision Economics,jour.1047899,10.1002/mde.2817,pub.1033162274
Managerial and Decision Economics,jour.1047899,10.1002/mde.2823,pub.1032173310
Managerial and Decision Economics,jour.1047899,10.1002/mde.2813,pub.1024141175
Managerial and Decision Economics,jour.1047899,10.1002/mde.2819,pub.1015939808
Managerial and Decision Economics,jour.1047899,10.1002/mde.2818,pub.1007470009
Managerial and Decision Economics,jour.1047899,10.1002/mde.2830,pub.1085869545
Managerial and Decision Economics,jour.1047899,10.1002/mde.2788,pub.1035485906
Managerial and Decision Economics,jour.1047899,10.1002/mde.2790,pub.1046363217
Managerial and Decision Economics,jour.1047899,10.1002/mde.2794,pub.1046309576
Managerial and Decision Economics,jour.1047899,10.1002/mde.2792,pub.1045935693
Managerial and Decision Economics,jour.1047899,10.1002/mde.2791,pub.1040238670
Managerial and Decision Economics,jour.1047899,10.1002/mde.2796,pub.1036957444
Managerial and Decision Economics,jour.1047899,10.1002/mde.2793,pub.1017133164
Managerial and Decision Economics,jour.1047899,10.1002/mde.2795,pub.1012183644
Managerial and Decision Economics,jour.1047899,10.1002/mde.2789,pub.1008860061
Managerial and Decision Economics,jour.1047899,10.1002/mde.2829,pub.1085384342
Managerial and Decision Economics,jour.1047899,10.1002/mde.2797,pub.1044985222
Managerial and Decision Economics,jour.1047899,10.1002/mde.2807,pub.1042741661
Managerial and Decision Economics,jour.1047899,10.1002/mde.2800,pub.1038476456
Managerial and Decision Economics,jour.1047899,10.1002/mde.2802,pub.1035835040
Managerial and Decision Economics,jour.1047899,10.1002/mde.2805,pub.1029350423
Managerial and Decision Economics,jour.1047899,10.1002/mde.2787,pub.1027125504
Managerial and Decision Economics,jour.1047899,10.1002/mde.2808,pub.1027039732
Managerial and Decision Economics,jour.1047899,10.1002/mde.2799,pub.1024280155
Managerial and Decision Economics,jour.1047899,10.1002/mde.2804,pub.1022129737
Managerial and Decision Economics,jour.1047899,10.1002/mde.2806,pub.1020095545
Managerial and Decision Economics,jour.1047899,10.1002/mde.2798,pub.1019217921
Managerial and Decision Economics,jour.1047899,10.1002/mde.2801,pub.1017304454
Managerial and Decision Economics,jour.1047899,10.1002/mde.2803,pub.1002697004
Managerial and Decision Economics,jour.1047899,10.1002/mde.2828,pub.1084014474
Managerial and Decision Economics,jour.1047899,10.1002/mde.2778,pub.1046008878
Managerial and Decision Economics,jour.1047899,10.1002/mde.2838,pub.1040876336
Managerial and Decision Economics,jour.1047899,10.1002/mde.2780,pub.1028912389
Managerial and Decision Economics,jour.1047899,10.1002/mde.2781,pub.1027050368
Managerial and Decision Economics,jour.1047899,10.1002/mde.2779,pub.1019247207
Managerial and Decision Economics,jour.1047899,10.1002/mde.2782,pub.1015846901
Managerial and Decision Economics,jour.1047899,10.1002/mde.2775,pub.1013632003
Managerial and Decision Economics,jour.1047899,10.1002/mde.2773,pub.1012392455
Managerial and Decision Economics,jour.1047899,10.1002/mde.2776,pub.1012154324
Managerial and Decision Economics,jour.1047899,10.1002/mde.2777,pub.1009589413
Managerial and Decision Economics,jour.1047899,10.1002/mde.2784,pub.1003316733
Managerial and Decision Economics,jour.1047899,10.1002/mde.2783,pub.1002534159
Managerial and Decision Economics,jour.1047899,10.1002/mde.2785,pub.1001415914
Managerial and Decision Economics,jour.1047899,10.1002/mde.2827,pub.1083542815
Managerial and Decision Economics,jour.1047899,10.1002/mde.2750,pub.1037594881
Managerial and Decision Economics,jour.1047899,10.1002/mde.2753,pub.1036887110
Managerial and Decision Economics,jour.1047899,10.1002/mde.2746,pub.1034807155
Managerial and Decision Economics,jour.1047899,10.1002/mde.2741,pub.1033748658
